user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
DAVID HART,"Still waiting for Spotify to fix the app. No podcast episodes available, and app crashes every time I hit the ""..."" or follow button from within a podcast. Did I mention the ads? Why am I getting them now when pay for premium?",1,1,2020-12-13 07:05:52,,
Jason Stowe,I should have been using Spotify all these years instead of Google Music. Great work! Intuitive Huge song selection The forward cache isn't bad either. Dolby options This positive list goes on.....,5,0,2020-12-13 02:50:16,,
Ryō Rash,"It's an amazing app! Sometimes it glitches out, but that's fine. And something funny that happens is; when I'm watching stuff on crunchyroll, and i press the play button on my earbuds, it plays spotify. Even if spotify isn't open, but I'm fine with it happening lol",5,0,2020-12-13 01:13:36,,
Udit Saraswat,I would've given 5 stars but there are some problems here. There is no way to know how many times a song has been played other than the top 5 on artist's page. There is lack of information about the song like the artists involved in writing and producing the music and there is no translation of lyrics for other language songs. I hope you introduce these things real quick because it would be much more convenient if we don't have to google everything.,3,3,2020-12-12 20:02:01,,
Paul M,"Great music library and app design but very limited in terms of sound quality. If you want the ability to stream high res music (CD quality or better) look elsewhere as this is not currently available on Spotify. Edit following Spotify reply: Thanks but I've already added my vote to the 23,000 other votes. Not that it will do much good, this is by far the most popular idea on the community forums and Spotifys responses has been more or less non-existant, the last update was over 3 years ago!",2,6,2020-12-12 17:09:21,"Hey, thanks for sharing your idea. It looks like other people feel the same way. We’d recommend adding your vote at community.spotify.com. Just head to the Menu > Ideas > Live Ideas and search for ""[Music] HiFi Quality - Lossless Streaming 16bit 44.1khz"".",2020-10-23 07:57:45
Grief Ninja,"1 it asks for your gender, just to sell to advertisers. 2 you can't remove playlists from your recently played section. 3 can't easily just stop a playlist all together It's mind-numbing how poorly this app is designed, but I guess when you monopolized the market who cares.",2,0,2020-12-12 12:18:14,,
John Palmer,"Worse music app bugs ever! Constantly pauses, music keeps playing with no control, change tracks with no visual que and says it's on a different track, podcasts restart from random positions, i pay for premium and still get advertisements, stops communicating with my Bluetooth buttons, stops communicating with my active 2 watch, no scroll bar on joe rogan podcast list, have to scroll endlessly, no gain audio functions, no ability to report the issues.... So many problems..... Whyyyyyyyyyyyyyyy",1,6,2020-12-12 10:46:31,,
Jessica DeRose,Love it! Has access to every artist I could think of and has actually introduces me to artists that joined the ranks as some of my favorites. It's very intuitive and I've never had a problem with the interface. I spend at least a few hours a day listening to it and am not ashamed to admit I'd be completely lost without it :),5,1,2020-12-12 06:32:52,,
Armyblink Lol,This is one of the best apps on my phone. But I wish their is offlin music too.i think a download button for every song could help. Please accept my request and apply download button for every song.. thanks!,4,0,2020-12-12 03:18:06,,
Sidharth Singh,It's good but some features are definitely needed. I usually listen to Japanese podcasts and songs but still I cannot choose to like Japanese songs by language. Since the availablity to play exists so should the search and recommendations. More general YouTube Hindi playlist need to be added. We always need to search each song Individually. Taking another star off for that black circle on logo. Destroys my material design look.,3,7,2020-12-11 21:06:06,,
Veer Dhillon,The service is very good. But a few unsolved bugs ruin the experience. For instance i have to redownload some of the songs i had already downloaded again and again. There are problems during playback. I am a paid subcriber and think that the app looks overall good and clean but the bugs are a major problem.,3,2,2020-12-11 19:01:38,,
Kristian K. M.,"There's this new thing, where Spotify suddenly stops playing in the background until I unlock the phone. And I refuse to give it permission to constantly use as much battery as it sees fit, if such a thing would be a solution, since that hasn't been necessary ever before. There seems to be a pattern of insanely poorly designed functions in this app. Unfortunately, I have been using it for so long, I won't bother having to change to another service. Jokes on me, I guess.",4,174,2020-12-11 14:19:36,"Hi Kristian, we'd love to help get this fixed. We'd suggest reinstalling the app and restarting your device if you haven't tried them yet. If the issue persists, you can reach out to our Customer Service so they can check what's up. Just search for “Contact us” at support.spotify.com, or send them a DM at twitter.com/SpotifyCares.",2020-10-14 06:27:47
Adam,Stupid app keeps crashing while playing music in the background... I don't get it never had this problem before and it's ruining the point of the app. We pay Spotify premium for a reason and this ain't it,1,0,2020-12-11 07:35:45,,
Faith Renegar,"Love the app but recently it freezes A LOT. It also seems to skip tracks with the volume buttons and I can't figure out how to turn it off. The ""contact"" and ""help"" don't seem to have any troubleshooting.",2,0,2020-12-11 06:08:11,,
Josh Costanza,"Needs Major UX Help... Lots of problems when playing with multiple devices. Most times I'm in my car I'm skipping songs to find out my Echo dots at home are playing. Have to fiddle with ""Play on this Device"". Why can't I follow a playlist without having to search for it by name. My partner starts a random playlist on echo dot and it's a pain to follow the current playlist. You have to go to your device and see what's playing, then search for it by name. Why can't you just tap to follow. 🤷",3,1,2020-12-11 04:37:47,,
its_gurdeep_here,"Don't know why, but i hate to use online music app before I use spotify . means i have no word to express how much I love this app . UI of the Spotify is very attractive and i like it so so much . Overall 9.9 out of 10 ✔️",5,0,2020-12-11 03:22:57,,
Jose T,This app is beginning to be quite garbage. I cannot listen to my music in peace and consistently without the app pausing by itself. This was not happening before at all. Please fix this issue soon otherwise pretty soon I'll just make the switch to Pandora. I'm very unhappy with this.,1,9,2020-12-10 20:31:44,,
Na Anon,"Horrible, basic, unintuitive UI. No way to play cache, doesn't play local library. Would also be nice to customize the home screen and not have things I'd never listen to shoved in my face. They rake in billions but only the biggest artists make any money. The bands that need it the most get the lowest ratio. No transparency or useful information when updating. The GNU/Linux client is bloated and slow. Would be nice if they worked with open source applications to ensure good official plugins",2,5,2020-12-10 19:20:28,,
Xypleth,"Disgraceful, the app still isn't updated for the basic functions to work properly on Android 11. With more phones coming up for the update, I guess it's about time. App gets killed in background, music playback auto-stops upon first play action when connected to car BT, on BT receiver media buttons often don't work without app restart, many inconsistencies in the app UI itself. I guess they got the money, and simply keeping the service running, without optimizing it anymore is how they operate.",1,8,2020-12-10 19:16:16,"Hey, we're sorry to hear that. We’d recommend reinstalling the app by following the steps from our support site. Just head to support.spotify.com and search for ""Reinstall Spotify"". If this doesn’t help, we suggest contacting our Customer Service so they can look into this. You can find them by searching ‘Contact us' instead.",2020-10-05 05:25:47
Spad Ress,"You know what Spotify needs? A feature to look up lyrics with one button. Just redirecting to the browser and entering ""lyrics"" into google. Or even better, like shazam or soundhound fully integrated but thats only slightly better but obviously a lot more difficult and expensive to do so really not neccesary.",4,0,2020-12-10 12:51:09,,
heather,in my times I've almost lost all hope temper dignity and mind more than I can count in numbers thank you for this app it's saved me too many times to count for some reason since the first time I ever opened it I just loved the fact I could pick the genre based off my mood. lifesaver to the fullest thank you genuinely seriously and for real thank you from a person disassociated from even myself. This is/was/will be my own saving grace.,5,8,2020-12-10 06:03:55,,
Bruhva Conteh,"This app is an inconvenience now a days I can't even play through songs without the app suddenly stopping the track, and restarting the entire song. It ruins the experience having to anticipate when a song will just blatantly stop or restart. Please fix thank you!",2,0,2020-12-10 01:37:07,,
Arya Arabshahi,"I use spotify regularly across platforms and eversince I have had the app it has always been very slow in registering my likes, or actually playing the song when I press play. I cannot believe the programers of this truly remarkable platform could miss this. It makes me exit the app. I have also tried reinstalling the program a few times. I am a samsung note 8 user so the hardware os quite poweeful as well. We expect the best from you Spotify! And this is below average.",2,0,2020-12-10 00:48:36,,
jason ibarra,Update this stupid app so it will stop suggesting songs and ruining the playlists I customized with terrible music. I made multiple playlists and they're all ruined because of the stupid app suggesting stupid songs. Now they only play suggestions this is why so many people say this app is worthless. Fix it and people will leave positive reviews.,1,0,2020-12-09 20:28:28,"Hey! Shuffle play is part of our free service on mobile, but thanks for the feedback. There are some playlists that are available to pick and play - you can listen to songs in any order, or skip for as much as you like. To know more, head to support.spotify.com > look for “Video Tutorials” > check out ”Listen without shuffle on Spotify Free”.",2020-09-11 09:09:23
Frank Vera,"Please add a button ""do not repeat a track for 1 month"" I am really pissed off of listening to the same songs!! Also add a ""avoid music gender"" to not suggest/play reggaeton for example. Additionally, even though I downloaded albums, it still consumes lots of data.",3,0,2020-12-09 20:04:46,,
Princy J,Initially it worked quite well but recently i feel there are some software error or something. I try to slow the sound but it doesn't work. The volume keeps going up without me controlling it. I thought it was due to my earphones so i changed at least 3 but m still facing the same problem.,1,1,2020-12-09 17:50:00,,
Adrian Ward,As a listening app its pretty good. Bringing Joe rogan across without consulting at least entry level UX designers was a really stupid idea. The UI is so hard to navigate. the window for info about the podcast with the video opened up is tiny. There so much free unused space as well its really irritating. Obviously no comments and little else to look at before and after which is arguably healthy since 9/10 times ill go do something else.,2,0,2020-12-09 06:14:17,,
Miguel Rivera,"If you are going to make exclusive deals with podcasters you must improve the podcast features. New episode reminders, quick access to them once you open the app, etc. Just like many free apps available on the play store. I'm only using spotify because it's the only way to listen to JRE.",1,0,2020-12-09 03:00:22,,
Justin K.,"Podcasts on Spotify suck. JRE is laggy all the time and sometimes the video will disappear. Clearing the app and reopening doesn't help, so might have to force quit. Or maybe Spotify has a plot against Joe rogan",2,0,2020-12-08 15:41:52,,
Shubham Tiwari,"I really liked the way, the designers have designed the app. Playing songs on this app was really a great feeling. I have used other apps for listening to songs which includes Gaana, Hungama Music, Airtel Wynk. Still I would say that this the best music listening app I have seen so far. Thank you makerss. The only thing I want improved is that you must add a section where I could play the songs which are in the phone memory, even if I am offline. Else, I loved it.",5,43,2020-12-08 14:21:42,,
Matthew McDonald,Will not link with modern equipment. Constantly forgets settings. Pissed me off enough after 2 weeks in to a 3 month free trial it will be cancelled and uninstalled. Garbage.,1,0,2020-12-08 13:42:25,,
Cris Mathew,Hands down the best music streaming service. 10/10 both in Quantity and Quality. No other streaming services match Spotify in terms of audio quality and library. Literally no competition for Spotify! Sleek and modern UI; Music discovery is pretty much tailored to my tastes now; absolutely love it! ❤ The student plans and prepaid plans are a bonus. Also love that there's Paytm as a payment option. 👍🏼,5,33,2020-12-08 09:38:26,,
A Google user,I like it except when I click the button that says I dont want to listen to an ad for 30 minutes of uninterrupted music it gives me multiple ads after I select no and it happens every time I turn something on,1,2,2020-12-08 06:04:42,,
Natron Stevenson,Has gotten worse over time. Not better. Update: Still not great. They don't want to improve because they have a monopoly. It's definitely good at tracking. But the user experience is utter trash.,3,1,2020-12-08 03:40:10,,
Andrew Orman,"Buggy, freezes and gets confused often. Unintuitive and slow to respond. Lucky they have a strong catalog. Their web player is equally badly designed.",2,1,2020-12-08 00:07:27,,
Reaver aux,"Ngl, I love it, but now the update has ruined my vibe. I wanted to listen all my songs, but no there was to click to hear half of the damn audio like dude let me listen to my music, but no. I clicked on that little button to mix music and tried to skip the song it said ""you can only skip 6 times"" I clicked it and it won't let me skip. Which really pissed me off.",1,0,2020-12-07 23:58:20,,
William Ordish,"I am rating this as premium because that's how it's meant to be used, if you get the free version don't be surprised if it's not that great, but the family plan for premium is very cheap and as a music app is completely perfect, works well and very intuitive with all the features id want",5,6,2020-12-07 20:26:49,,
Catnip Clark,"Brilliant app, I've made different play lists to suit what I want to listen to, I've even made a mixed Christmas list mix with normal music and then out of all my lists I have favourites so I can play my favourites that are mixed from different styles of music. Only downside are the adds.",5,1,2020-12-07 19:09:45,,
Nick Charleston,"I used to use a device that solely relied on hard disk space as I was always weary about streaming services. Since using Spotify I've found that whilst I can build as many playlists as I like, I can also discover new music. I'd still be listening to the same things if it wasn't for Spotify so thank you!",5,2,2020-12-07 18:59:12,,
Joyneisha Taylor,i love using spotify but lately when i get on and try to search for an artist after i click on the artist that i was looking for i can't see their music cause and error message pops up saying something went wrong but when i click on the button that says try again to try and refresh the page the same thing happens,2,1,2020-12-07 18:56:55,,
Rachel Fernandes,It's a really awesome app and has amazing playlists for any kind of music. Would totally recommend it. Although it does have ads but they too have some good beats. Most of the time they put 3 ads and then let you stream music for quite a while 😂,4,1,2020-12-07 18:50:59,,
Rekha Sah,Good app. The developers can make it better. I rated this 3 stars because- A) It shows so many ads in between each being of at least 20 sec. Why so many long ads? B) It doesn't allow me to add almost every song in my playlist. I keep on clicking the add song button but it is useless. Please make this app better,3,0,2020-12-07 18:30:14,,
Nagadurai C,Please add seperate category for songs and podcasts I cannot find songs in home as I listen more on podcasts.But when I wanted to listen songs the home is fully filled with podcast suggestions.Please improve UI in mobile and pc as it is very very slow and feels like a graphic intensive game loading,3,0,2020-12-07 15:13:02,,
Rushad Kolah,"We need the 'friends activity' on the phone version of the app. Other then that, love the app but it's quite buggy sometimes and the design could be improved.",4,0,2020-12-07 13:28:00,,
Arthur Benatto,"It has everything to be a good app, but treats artists quite poorly and has terrible servers... And holy **** what's up with the bitrate of those ads, It sounds like they were recorded on a public phone!",1,0,2020-12-07 11:56:40,,
yogi bubloo,Got very poor experienced... Very bad sound quality.. no bass at all... Very bad surrounding audio quality.. Equilizer is not working for Red mi note 9 pro max... Saw promotion in BIG BOSS 4 nd downloaded it.. but as usual very bad experience with this...,1,0,2020-12-07 10:55:24,,
Kerm Tattrie,"Was good originally. Last few months have been awful with glitches. Not playing songs no matter what you do, skipping songs randomly without hitting buttons. Sometimes when you want to change songs it won't. Samsung s9.",5,0,2020-12-06 18:36:19,,
Eleonora Dragnia,"You want to play something? Think again! When it does not want to work, you can do whatever you want, but it won't work I would rate it negative stars, just for ruining your mood Plus the adds Plus the lag in screen update",1,0,2020-12-06 08:59:44,,
Johan 7,"I like that I can listen music, but the MOBILE UI is so badd! It keeps adding useless songs based on what I listen. 6 Skips per hour? Id rather use Soundcloud on mobile, and spotify on PC. You have gone to far now.",2,0,2020-12-06 07:50:18,,
Tom Milford,"I have had this app for less than 24 hours and am very disappointed. With my phone in my pocket, the podcast will pause for no reason. It is not triggered by notifications and I am not accidently pressing the pause button on my bluetooth btr5. The app has froze/crashed on me 4 times, in less than 24 hours. This is unacceptable from a popular app. I got this only for JRE, now I feel as the one thing I want from spotify is being held hostage in a buggy app. Might have to say goodbye to Joe Rogan.",1,18,2020-12-06 06:55:43,,
Aryan Singh,"It is an awesome app. Provides best recommendations and music updates that suits your peesonality. However, the only problem is the advertisements that are repeatedly broadcasted.",4,0,2020-12-05 18:29:14,,
Negal Negalize,"Quite good but... This is a great service. However it lacks simple options that would make it awesome. For instance it could do with more filtering and organising options, most importantly organise and group artists under custome tags or folders. Not difficult to add this option I am sure",3,0,2020-12-05 17:32:41,,
Mayisha Mohammed X-D commerce,Well at first it was amazing but later it started causing problems like they play different songs instead of the one i click i tried all possible ways to fux it but no its not working at lot i can't listen my own music nd m relaly dissatisfied Plzz i request plz fix my problem I Don't want to delete Spotify its an really amazing app but its not working plzz fix it,3,0,2020-12-05 09:57:48,,
Nayr Anilom,"Its great and all but when it randomly plays a song out of the playlist which they call ""suggested song"". It ruins the mood. Also, a joke, the ads will pop up after listening to a song when the free trial ran out making the vibe interrupted. And then, the ad will talk about interruptions...like Wth ._.",4,2,2020-12-05 08:02:13,,
SINREZ,I really don't get why people choose spotify over soundcloud. This app is just filled with nothing but ads. You can't even listen to your favorite artist most of the time. Sometimes it will just play some random artist like juice world on the next song. And premium isn't any better. Once again. I really don't get why people like this app.,1,1,2020-12-05 02:14:38,,
Wyatt Knutson,"WHY CANT YOU JUST FIX THE APP. an update like every 2 days that don't even work. You kind of fix one thing, but then COMPLETELY ruin something else. The amount of broken features and glitches in this app is too much to list. This app used to be amazing. I can't believe I payed for premium.",1,9,2020-12-05 00:55:28,,
Marius Sprainaitis,"Widget removed. Why? To change song, review playlist is one click too many. Edit: widget back!!! Quite often player stops playing songs even in offline mode when I have them on my device",5,0,2020-12-04 12:28:33,,
Anne Vomm Kime,I have found in Spotify every artist I like and the daily mixes created by Spotify are an excellent way to have a quick selection of my favorite music. Very intuitive user interface.,5,0,2020-12-04 11:22:06,,
Shiro,"I use both spotify on my phone and PC, and on my PC I can request my own songs when, but on phone you can't? It's quite annoying...also I wanted to make a small playlist of just 2 songs, but spotify kept adding random songs to my playlist..",2,0,2020-12-04 07:47:42,,
Tristan Sercia,"Great app! I like to discover new music with it, but I find it can be hard to find new artists outside of your algorithm. I would also enjoy if you guys could develop the group sessions a bit more. It's a great concept, I truly like it, but there's quite a lot of bugs. Thank you for this app tho 🎶",4,0,2020-12-04 01:19:04,,
KiDD Cowboy,Literally tells me my email has an account one minute and then the next it says it doesnt. I Literally cant log in this site is stupid. There is no place to get addaquite help and even after i reset the password it tells me im wrong. Extremely frustrating and useless.,1,0,2020-12-03 21:17:29,,
sugar plum,"i don't like how you added the featuring songs or songs you may like because i just wan to play one song om repeat yet the other songs are getting in the way, i hope you could add a button if we want to add it or not. it's pretty annoying.",1,0,2020-12-03 20:54:23,,
Pinja,"I love this app but the spotify wrapped 2020 is not working for me. I try to tap it and it opens these stories but its just all black with a refresh button in the middle. When i press that or don't, the app closes and opens itself up again. I've tried everything, updating the app, uninstalling and installing again (twice) and opening and closing the app multiple times but nothing works.",3,0,2020-12-03 20:06:14,,
Skyler Gilbertson,"Great app, really good design, and I listen to songs everyday. I wish that some premium features were free. There is a really cool free feature where you get lyrics and background information on the artist and song.",5,0,2020-12-03 16:44:26,,
Heikalg,"Spotify is one of the best music app, i like their community! each year, they wrapped a story-based like of what you're listening, its like your statistics based on what you're listening, they showed you what you've done so far, and it suprises me! not every app has a genius 'thing' like that. Spotify is so easy to use, but if you're accidentally unchecked the download button, it will reset all downloaded song and you must re-download it and it negatively impat the app's, overall its amazing",5,28,2020-12-03 10:28:14,,
hrishabh digaari,"This is the best you can get from a Music streaming application. With thousands of podcasts and latest music albums [along with retro classics ;)]. The UX/UI is so neat and easy to comprehend! On top of it the features, premium provides you with, totally worth it💙 Would recommend this application over other streaming applications like Amazon Music, Google Music, YT music and Apple Music (Not a user but got feedback from my friends) 💙",5,2,2020-12-03 07:52:38,,
Mitchell Orme,"The most used and most vital app on my phone. A brilliant user experience, an incredible array of music choices and couldn't live without it!!",5,0,2020-12-03 07:06:02,,
Dan Wulff Kronholm,"Super edge case here but should be trivial to fix. Crashes when I try to enter wrapped from front page. I have animations in Android disabled so the error below makes sense, if you haven't accounted for the null value. Doesn't crash with animations turned on. Please keep in mind some of us hate animations in UI with a passion :) java.lang.IllegalArgumentException: Cannot set 'scaleX' to Float.NaN",3,0,2020-12-03 06:19:29,,
Stephen Spence,Best music app I've ever had(and I've had plenty). The many Playlist have helped me discover so many new artist and UI is super clean. Highly recommend.,5,7,2020-12-03 04:18:19,,
Julianne S,"Still quite a few glitches that needs to be addressed, but the variety of songs are great, i personally love the 60's 70's and 80's music that takes me down memory lane.",3,0,2020-12-03 00:41:19,,
Jacob Polcyn-Evans,Terrible on android. No shuffle toggle button when listening to discover weekly. Also the radio based on any of my songs plays songs from the same playlist. Radio should show new music!! Also the 2020 wrapped crashes the app,1,1,2020-12-02 23:37:40,,
Bola Fahmi,"Like button sometimes doesn't work, I don't know if it reflects to my Likes when it does not do the animation on tap or not. Kindly fix that.",4,0,2020-12-02 23:02:45,,
Colton Kulcsar,"Been a Premium user for over 4 years. App just keeps getting worse and worse. UI is just plain awful now, addition of Stories is just plain stupid. Spotify does not listen to customer complaints, obviously, because no one wants this garbage. Finding a new streaming service asap.",1,3,2020-12-02 20:36:17,,
Naz Kocan,"Its pretty terrible. You only get 6 skips and use it quickly because it adds suggested songs that are terrible. (Christmas on an edm list, really?) No way to see list of artists songs, only albums. Doesnt work right 90% of the time when started via Bluetooth. Gets stuck in 1 song screen and doesn't change. Can't select anything, can't favorite anything. Once they disable the forward and backward buttons, you better don't have an alarm set cause you can't shut it off while driving.",1,7,2020-12-02 16:59:04,,
Ronewa Mammburu,"When we press the not repeat button, after the album or playlist please don't play something else, I've been having this problem for a while now and if it doesn't stop, i might switch to apple music Thank you",1,0,2020-12-02 10:49:17,,
Vivek Gupta,"This is literally the best audio streaming platform available here in India. My only concern is the ads, sometimes there are 5 back to back ads which becomes annoying, 1 to 2 ad is ok but 5 is a bit too much. Other than that, this is hand's down one of my favourite apps of all time. Kudos to the developers for creating such a refined and polished experience. P.S. - The frequency of ads have increased like crazy, ruins the whole experience.",5,0,2020-12-02 08:34:35,,
Nur Afrina,"This problem has been persisting now. When I tried to log into my account, Spotify logged me out for some reason without warning and when I tried to log back in, it said that my password is incorrect. When I tried to use 'log in without password' option, it brought me back to the log in page which makes this option redundant. It happened last year and it happened again and frankly, I'm getting sick of it and ruined my experience completely. Spotify, do something about this.",1,17,2020-12-02 04:02:14,,
Joe Berlin,"The app is draining my battery so quickly for some reason, I used to be able to listen to music for a super long time now my battery will go from 90 to 30 in a hour or so, why is this a thing? I don't have this problem with any other app",2,0,2020-12-02 02:40:26,,
Levi Jackson,"Filled with bugs. Notably, I have to constantly clear the apps cache and data to make it stop playing, to fix unresponsive buttons on phone and wearable, or to enable my galaxy watch to remote connect. The watch seems to operate in stand alone just fine on LTE. Come on guys, I expect better. Premium subscriber. Galaxy S20 5g Ultra and Galaxy Watch Active 2 LTE.",2,3,2020-12-02 02:00:36,,
Simon King,"First time user, using YouTube Premium as a benchmark (came over to continue listening to JRE). Wow, the Spotify app is buggy as hell! Dip into another app and back to Spotify and the pause button has died. Tried listening to a podcast on mediocre 4G, gave up. YouTube and Netflix have no problem optimising to this quality of network connection yet Spotify can't even handle audio without buffering. Can't uninstall because of the JRE exclusively but wish I could.",1,0,2020-12-02 00:21:48,,
Ike Sco,"Each update makes this app have more issues. The app now lags, skips songs, hiccups, has trouble connecting to Sonos and Bluetooth reliably, and has all sorts of other bugs that were not an issue until they did an unwanted face change. They took a great app and needlessly ruined it.",1,8,2020-12-01 23:57:16,,
Zak Shah,"The video player is so unintuitive. Why is it so difficult to remove the HUD without minimizing the video? Just do what youtube does and keep it simple, this is ridiculously annoying",2,0,2020-12-01 22:59:55,,
Harry McDonald,"Superb - genuinely impressive system across multiple platforms, all the music I love whenever I want it, and a bargain for the family plan... can't recommend it enough",5,0,2020-12-01 16:17:35,,
Deep Mehta,"Worst app ever. When you do shuffle play songs repeat even though other songs are left. When you specify custom order and in between if you got a call (app is not yet closed) , the whole order you made is changed. I spend so much time to maintain order and it ruined everything. And whenever you close app and open, the whole order is changed. The song you listened before will be the next song in new order. Itna bhi shuffle nai karna",1,3,2020-12-01 16:04:36,,
Daniel,The new update ruined everything! I cant even access my liked songs without shuffle play and the stupid previews. Meaning i cant even listen to music in my car anymore without being distracted by the damn app,1,0,2020-12-01 13:23:16,,
Aalhad Sawane,BEST UI. Its really easy to explore new songs! Would be great if I could swipe a song to add it to the queue.,5,0,2020-12-01 06:31:59,,
Steven Homayooni,"So buggy on my phone (android) when I search for a song and play it, when it ends I can not play it again by touching the previous button. And lots of other bugs. I just got a subscription because there was this 3 months deal. Let me know if I can cancel and get my money back.",1,0,2020-12-01 00:23:04,,
06_10D_Asher Suvarna,I was a long time sound cloud user and i still use it for some remixes i found on yt. But the sound quality has always been better on spotify. And the ui overall is so convenient.,5,0,2020-11-30 17:39:31,,
Crystex,"I used to like spotify but when I crossed the song limit of 399 songs,all the songs started shuffling on it's own and I turned off the shuffle button also.All the songs are playing in a mixed manner not in my own arranged sequence.I also updated the app but it's now working...Please solve this problem",1,0,2020-11-30 17:04:33,,
Joana Pestana Ramos,"Hi! This app has worked quite well so far and I was very happy with it, however now it blocks quite often. The music keeps playing but the name of the song and picture that show on the screen doesn't match. Is like it gets stuck on an old song. And then at some point it crashes! Please fix",3,0,2020-11-30 14:42:27,,
Heidi Hollingshed,It completely ruins the experience when you're trying to listen to a specific playlist with very specific songs but have to deal with a bunch of suggested songs. I've wasted my 6 skips trying to get to the songs I want to listen to all day. This needs to be fixed.,2,0,2020-11-30 01:12:37,,
Chase Lettvenuk,I have been a Spotify Premium user for many years; for the most part it has been a wonderful experience. I find that adding the Podcast division has tanked my user experience. Many functions such as opening up my list of artists or podcast take minutes. Even after going throughout there recommended steps to improve speed.( This included downloaded music ) I have removed most podcasts and started using another app for when Spotify is un usable.,3,3,2020-11-30 00:28:59,,
Eyona Nelson,no longer even plays certain things. looking for a new app is pointless though due to capitalism. just fix pls. 😑 ~~~Nov 2020 update: still very glitchy. but at least the lockscreen buttons respond since the last update.~~~~~~~~ full of glitches since 07/02 update. tons of crashes and stops playing when screen locked.,1,0,2020-11-29 20:36:07,,
Kim Son Huynh,"The app got worse. The notification bar no longer updates as songs change. I have to go back to the app to actually see which song is playing. Along with loop and shuffle buttons being locked behind Premium, this app is not going in the right direction.",4,2,2020-11-29 16:22:46,,
Marisol Bonanni,It was fine at the start but then the shuffle button appeared and it meant i couldn't play songs in the order i wanted. Also it adds random songs to your playlist and that really annoyed me.,2,0,2020-11-29 12:47:23,,
Sydnee Crissman,"Please for the love of god, gives us a dislike button. We used to have one here & on the PC version and now we don't. What's the point of making suggestions for songs I may like if I can't even tell you which ones I've listened to and don't like?? How does that benefit either one of us? It doesn't help the algorithm fine-tune itself to my style of music. Sure, you still get clicks and media-play, but now you've got angry consumers. Don't fix what isn't broken. Bring the Dislike button back.",2,6,2020-11-29 09:33:29,,
Srishti Kandwal,"App is cool and awesome but now it has a sort of problem. Lyrics are not coming properly,when line is sung after some time that line's lyrics are comin and it is becoming quite irritating. Please look at this problem.Please look that if song is not in English or it is in other language like Korean or Japanese,it should have proper romanised lyrics including original lyrics. Other things are awesome in app. I Love it♥️♥️♥️",4,1,2020-11-29 08:29:53,,
Lyana Suraya,Currently... when i open the Spotify apps.. and I click my fav song.. and its different.. before this... when i click my fav song.. Its the design of it like this.. LAGUE OF LAGEND K/DA MORE ... K/DA THE BADDEST (and more) And it can just turn it on ... And when it happend its show like this ... LAGUELAGEND (botton turn it on) MORE • POP/STARS • THE BADDEST • MORE • VILLIAN • And when i turn it on.. it not TURN the right song... pls fix,2,0,2020-11-29 07:48:43,,
Brian Donaldson,U can turn off the songs u might like it's just a lengthy process u have to press the hide button heaps and after a while they will go away the only thing i dont like is the fact u now have to watch ads overall Spotify is a great app and I recommend it to anyone who wants to stream music on the go,4,0,2020-11-29 06:40:30,,
Suyash minz,"Can you please add some features in the next update. I think there should be a reset button named home reset some where in the setting. Recent played, made for you with no daily mix and for fans of with selected artist of the user should be added. Thx",4,0,2020-11-29 01:00:27,,
WingedAtha,Ads? Really? Just YouTube Music even without premium is just that superior to this apps premium version. I am disappointed in this app for that like even what is 30 minıtes free for an add? Like heck you can't even listen the orinal audio. I was not able to find my all favoute songs like rage your dream and more. You can not even watch the video of the songs you listen. I honestly think even sound quality is bad with those other songs I used to listen. UI sucks. İt's really hard to use this app.,1,6,2020-11-29 00:37:49,,
Anke Puchert,"Sort button for podcasts doesn't work at all, super annoying if you want to listen to a podcast from the beginning that has been running a few years already...",3,0,2020-11-28 22:35:23,,
lunar is lunatic,"It's absolutely amazing app just that there are many ads. And if u talk about premium not everyone can buy it and specially a teenager like can't, so all things are free just the ads are a quite problem but that's ok",4,0,2020-11-28 18:15:52,,
Bea Santos,"I've been using this app for quite a while now and it's great I must say until today; it's responding quite slowly and it always say ""Spotify is trying to play..."". I've already uninstalled and reinstalled this app and tried to reboot my phone, and checked my internet connection but it seems like it's the only app in my phone with slow response. What happened? Hoping it can fixed on the next update because I really love this app and subscribed to premium. Thank you so much.",4,510,2020-11-28 17:37:00,,
Ruenette Boyette,"It started out well, but quickly deteriorated. The ap is horribly glitchy. When trying to play my previously liked songs they disappear, only play a snippet or my favorite starts playing Christmas music. 🤨",1,0,2020-11-28 13:48:53,,
Nina Baxter,"Overall, I have spotify premium and love it but there are a few things that have taken away that final star: for instance, some songs seem to be zoned and appear on my device as unplayable. I would also really appreciate if there was a constant way to view your listening activity (artists, length of time ect.) And most of the song recommendations don't really suit me or introduce me to new artists. Apart from those things though.... one of my favourite apps",4,9,2020-11-28 13:36:40,,
Solo Stud,"(Prime version user) Nice app overall, but the UI/UX could be much better (not enough place here for all my remarks), as well as the recommendations algorithm (take e.g. Last.FM's one). Also, since last two updates the app doesn't turn to landscape mode, which is really bothering in a car. On off.site, they say they're aware of the issue, since a month or so. Please fix asap.",3,10,2020-11-28 11:14:01,,
